L_ORDERKEY,L_PARTKEY,L_SUPPKEY,L_LINENUMBER,L_QUANTITY,L_EXTENDEDPRICE,L_DISCOUNT,L_TAX,L_RETURNFLAG,L_LINESTATUS,L_SHIPDATE,L_COMMITDATE,L_RECEIPTDATE,L_SHIPINSTRUCT,L_SHIPMODE,L_COMMENT
5976,1711,64,3,18,481,0.03,0.02,A,O,1995-11-18,1995-12-20,1995-11-20,DELIVER IN PERSON,REG AIR,regular customer request
7677,1843,6,1,33,736,0.1,0.0,R,O,1997-04-12,1997-04-29,1997-04-29,COLLECT COD,SHIP,check packaging carefully
19402,1527,31,6,19,874,0.05,0.08,A,O,1998-04-26,1998-05-20,1998-05-15,TAKE BACK RETURN,REG AIR,fragile items inside
2364,1717,31,6,30,727,0.02,0.04,R,F,1994-11-28,1995-01-02,1994-12-02,NONE,SHIP,fragile items inside
12538,907,52,7,16,960,0.1,0.06,N,F,1994-06-05,1994-07-04,1994-07-04,NONE,FOB,customer compliant regarding quality
3311,437,43,3,42,37,0.01,0.0,N,O,1994-02-06,1994-03-17,1994-02-28,COLLECT COD,SHIP,customer compliant regarding quality
7916,51,54,5,31,672,0.0,0.02,N,O,1996-03-16,1996-04-16,1996-03-22,TAKE BACK RETURN,TRUCK,fragile items inside
14969,452,12,5,41,843,0.05,0.06,A,O,1998-02-24,1998-03-28,1998-03-17,COLLECT COD,AIR,delayed by supplier
11695,628,77,6,26,753,0.0,0.06,A,F,1998-04-24,1998-06-11,1998-05-23,COLLECT COD,SHIP,delayed by supplier
4794,1828,97,6,21,509,0.01,0.02,R,F,1994-08-22,1994-10-04,1994-08-26,NONE,AIR,delayed by supplier
10337,1511,59,2,12,691,0.04,0.02,R,F,1994-12-15,1995-01-04,1994-12-19,DELIVER IN PERSON,FOB,check packaging carefully
13215,302,55,3,27,66,0.01,0.02,R,F,1994-03-01,1994-03-15,1994-03-07,TAKE BACK RETURN,MAIL,customer compliant regarding quality
13060,1661,38,7,16,316,0.03,0.0,N,F,1998-06-15,1998-07-26,1998-07-03,TAKE BACK RETURN,RAIL,delayed by supplier
10151,419,87,6,20,461,0.04,0.0,R,O,1997-05-03,1997-06-02,1997-05-28,NONE,SHIP,fragile items inside
15683,1996,29,2,22,609,0.03,0.01,R,O,1997-03-07,1997-04-12,1997-03-22,TAKE BACK RETURN,RAIL,urgent delivery needed
13538,550,78,1,12,970,0.1,0.01,A,O,1996-05-09,1996-06-04,1996-05-11,COLLECT COD,RAIL,urgent delivery needed
12361,113,21,6,35,169,0.05,0.04,A,F,1993-04-15,1993-05-24,1993-04-30,TAKE BACK RETURN,FOB,regular customer request
19186,1977,71,4,17,339,0.03,0.0,N,O,1996-03-06,1996-04-12,1996-03-13,TAKE BACK RETURN,REG AIR,delayed by supplier
12631,72,12,3,29,344,0.0,0.04,R,F,1995-02-08,1995-02-23,1995-02-15,NONE,RAIL,delayed by supplier
5305,1035,87,5,3,736,0.02,0.0,N,F,1997-09-22,1997-10-14,1997-09-24,TAKE BACK RETURN,MAIL,delayed by supplier
14106,832,53,3,11,296,0.01,0.01,A,F,1994-03-30,1994-04-17,1994-04-02,COLLECT COD,AIR,urgent delivery needed
8513,601,3,4,3,970,0.04,0.04,R,O,1993-06-05,1993-08-03,1993-06-08,DELIVER IN PERSON,MAIL,regular customer request
15815,1071,7,2,15,881,0.0,0.0,A,F,1993-05-23,1993-06-16,1993-06-04,COLLECT COD,AIR,regular customer request
19219,233,58,3,43,715,0.04,0.0,R,F,1997-11-07,1997-12-22,1997-12-02,NONE,REG AIR,regular customer request
12871,413,72,7,18,140,0.04,0.08,N,O,1998-08-21,1998-09-21,1998-09-05,TAKE BACK RETURN,TRUCK,urgent delivery needed
9020,774,40,2,9,692,0.03,0.0,A,F,1997-11-12,1997-11-25,1997-12-03,DELIVER IN PERSON,RAIL,delayed by supplier
16700,872,84,3,13,948,0.01,0.08,N,O,1994-05-21,1994-06-13,1994-05-31,NONE,RAIL,fragile items inside
1394,1082,97,5,25,740,0.0,0.01,A,O,1997-10-30,1997-11-15,1997-11-06,DELIVER IN PERSON,MAIL,customer compliant regarding quality
12381,1019,78,7,17,373,0.0,0.08,N,O,1992-03-10,1992-04-03,1992-04-06,DELIVER IN PERSON,RAIL,delayed by supplier
4736,615,6,3,31,324,0.05,0.0,R,F,1996-09-07,1996-10-14,1996-09-18,DELIVER IN PERSON,RAIL,customer compliant regarding quality
8362,949,57,3,9,423,0.0,0.08,A,O,1995-10-12,1995-11-12,1995-10-23,COLLECT COD,MAIL,urgent delivery needed
6352,1717,6,2,21,719,0.02,0.06,R,O,1994-04-25,1994-05-07,1994-05-03,DELIVER IN PERSON,TRUCK,regular customer request
8670,1431,41,2,11,115,0.02,0.06,N,O,1992-01-27,1992-02-19,1992-02-07,NONE,AIR,customer compliant regarding quality
7884,1104,34,7,23,568,0.1,0.01,N,F,1992-11-14,1992-11-25,1992-11-15,NONE,SHIP,delayed by supplier
19253,1103,13,6,5,984,0.01,0.01,R,O,1997-03-17,1997-04-16,1997-04-07,DELIVER IN PERSON,FOB,customer compliant regarding quality
125,1889,5,4,45,893,0.01,0.08,A,F,1992-12-17,1993-01-22,1992-12-30,NONE,REG AIR,delayed by supplier
16736,236,8,4,49,710,0.1,0.08,R,F,1992-02-03,1992-04-01,1992-02-10,TAKE BACK RETURN,AIR,check packaging carefully
780,1294,91,6,39,926,0.0,0.08,R,O,1997-01-24,1997-03-17,1997-02-06,COLLECT COD,MAIL,fragile items inside
10150,982,24,4,42,934,0.01,0.02,A,F,1998-03-02,1998-04-02,1998-03-14,NONE,SHIP,customer compliant regarding quality
13501,475,2,6,13,133,0.0,0.01,A,F,1998-11-10,1998-11-28,1998-11-30,NONE,RAIL,regular customer request
19962,1081,2,3,22,920,0.05,0.0,N,F,1998-03-08,1998-04-09,1998-03-09,DELIVER IN PERSON,AIR,check packaging carefully
18603,78,2,7,36,301,0.01,0.06,N,O,1995-02-23,1995-04-09,1995-03-14,COLLECT COD,RAIL,check packaging carefully
18750,919,64,5,9,726,0.01,0.08,N,F,1998-03-07,1998-04-10,1998-03-13,NONE,SHIP,urgent delivery needed
7557,1049,82,1,11,289,0.01,0.06,R,F,1998-10-26,1998-12-09,1998-11-02,COLLECT COD,SHIP,check packaging carefully
13447,544,60,7,39,851,0.01,0.01,N,O,1992-09-10,1992-10-31,1992-09-13,DELIVER IN PERSON,FOB,customer compliant regarding quality
4603,604,74,6,9,620,0.02,0.06,A,O,1992-04-08,1992-05-03,1992-04-09,COLLECT COD,SHIP,fragile items inside
13297,1117,8,1,29,107,0.02,0.04,N,O,1994-01-10,1994-03-06,1994-01-20,COLLECT COD,FOB,customer compliant regarding quality
18361,327,58,6,38,184,0.05,0.0,A,O,1993-03-28,1993-05-05,1993-03-29,NONE,SHIP,fragile items inside
3841,399,54,1,1,511,0.1,0.08,A,F,1994-03-08,1994-04-05,1994-03-27,DELIVER IN PERSON,AIR,delayed by supplier
1340,707,29,4,25,403,0.01,0.06,N,F,1993-11-06,1993-12-16,1993-11-30,NONE,RAIL,delayed by supplier
13389,97,50,3,15,747,0.05,0.04,N,F,1998-05-06,1998-06-03,1998-05-14,TAKE BACK RETURN,AIR,regular customer request
3360,1262,60,6,36,647,0.05,0.01,A,O,1993-11-14,1993-12-30,1993-11-16,TAKE BACK RETURN,MAIL,fragile items inside
8290,1550,12,2,35,880,0.05,0.04,A,O,1995-10-29,1995-12-01,1995-11-12,NONE,RAIL,customer compliant regarding quality
9298,959,15,6,46,432,0.04,0.0,N,F,1993-07-18,1993-08-11,1993-08-02,COLLECT COD,SHIP,fragile items inside
754,92,15,6,24,289,0.01,0.06,A,F,1994-05-29,1994-06-11,1994-06-22,NONE,RAIL,customer compliant regarding quality
2432,395,7,2,10,521,0.0,0.0,N,F,1998-05-05,1998-06-29,1998-05-24,COLLECT COD,REG AIR,check packaging carefully
10839,1771,38,1,32,147,0.0,0.04,R,F,1998-01-28,1998-02-24,1998-02-25,DELIVER IN PERSON,FOB,regular customer request
13135,36,36,1,37,104,0.05,0.04,R,O,1997-03-29,1997-04-16,1997-03-31,DELIVER IN PERSON,MAIL,check packaging carefully
17561,1013,96,6,48,709,0.03,0.01,A,F,1995-02-19,1995-04-17,1995-03-16,TAKE BACK RETURN,AIR,check packaging carefully
10196,226,41,2,33,834,0.01,0.04,R,O,1998-02-28,1998-04-09,1998-03-09,DELIVER IN PERSON,MAIL,customer compliant regarding quality
8056,756,61,1,6,62,0.01,0.08,N,F,1995-05-14,1995-05-31,1995-05-23,COLLECT COD,AIR,delayed by supplier
11207,1989,24,3,25,748,0.02,0.08,R,F,1997-11-07,1997-12-20,1997-11-27,TAKE BACK RETURN,REG AIR,urgent delivery needed
11729,1507,30,6,16,844,0.02,0.06,A,F,1994-12-04,1995-01-16,1994-12-09,COLLECT COD,SHIP,regular customer request
6249,566,82,3,37,116,0.04,0.01,R,O,1996-09-17,1996-10-28,1996-10-01,DELIVER IN PERSON,AIR,regular customer request
7701,842,32,2,26,676,0.04,0.08,N,O,1998-08-18,1998-09-06,1998-09-15,DELIVER IN PERSON,FOB,check packaging carefully
6490,157,48,2,49,90,0.02,0.02,N,O,1994-09-14,1994-10-06,1994-10-01,COLLECT COD,SHIP,customer compliant regarding quality
2147,324,14,5,32,442,0.01,0.06,A,F,1997-05-17,1997-05-30,1997-05-30,COLLECT COD,RAIL,fragile items inside
13096,1429,6,1,27,225,0.01,0.01,N,F,1994-07-08,1994-08-28,1994-07-20,TAKE BACK RETURN,TRUCK,delayed by supplier
15487,1680,78,5,30,73,0.02,0.06,R,F,1996-04-24,1996-06-13,1996-05-07,TAKE BACK RETURN,AIR,regular customer request
5000,296,83,6,17,714,0.0,0.08,N,O,1993-10-19,1993-12-13,1993-11-16,COLLECT COD,MAIL,check packaging carefully
15341,1875,81,6,43,166,0.0,0.08,N,F,1992-07-16,1992-08-04,1992-08-10,COLLECT COD,TRUCK,fragile items inside
11124,811,31,7,42,367,0.04,0.08,N,O,1997-06-20,1997-08-18,1997-07-13,DELIVER IN PERSON,AIR,customer compliant regarding quality
6327,35,83,3,8,439,0.05,0.08,N,F,1996-11-10,1996-12-20,1996-11-20,NONE,SHIP,check packaging carefully
14207,595,79,6,41,769,0.1,0.04,R,O,1992-11-02,1992-12-30,1992-11-15,TAKE BACK RETURN,FOB,delayed by supplier
7674,820,85,7,35,162,0.03,0.04,A,O,1992-05-02,1992-06-11,1992-05-21,NONE,MAIL,fragile items inside
4756,1228,17,3,39,455,0.01,0.06,R,O,1997-09-26,1997-11-22,1997-09-28,DELIVER IN PERSON,FOB,delayed by supplier
9855,587,56,3,22,363,0.04,0.08,N,O,1996-11-14,1996-12-07,1996-11-15,DELIVER IN PERSON,SHIP,delayed by supplier
9231,479,28,5,15,196,0.04,0.08,N,O,1992-01-09,1992-02-10,1992-02-05,COLLECT COD,AIR,customer compliant regarding quality
18794,635,10,3,32,801,0.01,0.0,N,O,1995-04-05,1995-06-03,1995-05-02,COLLECT COD,RAIL,check packaging carefully
1747,1581,66,6,38,747,0.1,0.02,N,O,1994-02-03,1994-03-11,1994-02-26,NONE,TRUCK,check packaging carefully
12977,1568,78,1,1,753,0.0,0.06,N,F,1995-01-01,1995-02-12,1995-01-22,TAKE BACK RETURN,SHIP,delayed by supplier
1008,1186,57,4,37,512,0.0,0.0,R,F,1992-03-28,1992-04-12,1992-04-24,COLLECT COD,RAIL,check packaging carefully
13131,1856,43,7,11,601,0.04,0.01,A,F,1998-09-09,1998-09-30,1998-09-25,NONE,FOB,fragile items inside
7976,1307,13,6,4,707,0.01,0.01,N,F,1995-10-24,1995-11-17,1995-11-01,COLLECT COD,MAIL,delayed by supplier
6942,41,57,5,17,499,0.04,0.0,N,F,1997-07-27,1997-08-13,1997-07-30,COLLECT COD,FOB,delayed by supplier
14185,436,33,2,25,177,0.02,0.06,A,F,1995-04-06,1995-04-19,1995-05-04,NONE,FOB,customer compliant regarding quality
16152,1373,30,3,14,613,0.05,0.02,N,F,1994-12-15,1995-01-25,1995-01-09,NONE,RAIL,check packaging carefully
6272,1915,73,4,44,390,0.04,0.06,R,O,1994-09-10,1994-09-26,1994-09-16,NONE,TRUCK,regular customer request
14857,509,65,4,1,783,0.01,0.06,A,O,1995-06-20,1995-08-17,1995-07-01,NONE,FOB,delayed by supplier
12507,671,59,6,38,601,0.0,0.01,R,O,1996-11-10,1996-12-16,1996-11-21,NONE,AIR,urgent delivery needed
7205,1519,45,7,45,673,0.02,0.06,R,O,1992-05-05,1992-06-26,1992-06-03,DELIVER IN PERSON,REG AIR,fragile items inside
18514,562,45,6,33,847,0.03,0.04,N,O,1996-02-26,1996-03-17,1996-03-10,TAKE BACK RETURN,TRUCK,regular customer request
1961,1465,24,1,3,586,0.02,0.0,N,O,1995-07-14,1995-08-21,1995-07-23,NONE,FOB,urgent delivery needed
16939,107,88,2,17,696,0.03,0.0,R,F,1998-04-27,1998-06-10,1998-05-18,TAKE BACK RETURN,FOB,check packaging carefully
2736,1010,97,5,7,822,0.05,0.08,A,O,1997-01-17,1997-02-05,1997-02-15,COLLECT COD,AIR,customer compliant regarding quality
752,269,81,3,40,466,0.04,0.02,R,O,1998-06-21,1998-08-14,1998-06-25,DELIVER IN PERSON,FOB,regular customer request
632,1853,62,6,41,165,0.01,0.02,A,F,1993-10-02,1993-10-17,1993-10-07,DELIVER IN PERSON,MAIL,delayed by supplier
2484,416,59,3,43,150,0.01,0.04,R,F,1994-05-24,1994-07-20,1994-06-11,DELIVER IN PERSON,REG AIR,fragile items inside
4332,273,28,6,49,147,0.1,0.0,R,F,1997-06-07,1997-06-22,1997-07-01,TAKE BACK RETURN,REG AIR,fragile items inside
16369,1352,77,2,22,698,0.05,0.02,N,F,1998-04-09,1998-05-31,1998-04-23,DELIVER IN PERSON,FOB,customer compliant regarding quality
10117,845,60,2,49,709,0.01,0.0,A,O,1998-01-22,1998-02-04,1998-02-20,COLLECT COD,FOB,delayed by supplier
10000,612,75,4,4,610,0.1,0.02,A,F,1998-11-27,1999-01-20,1998-12-26,NONE,SHIP,regular customer request
8941,1889,96,7,30,721,0.01,0.08,R,O,1993-02-14,1993-03-25,1993-03-12,DELIVER IN PERSON,TRUCK,regular customer request
16028,546,90,6,29,824,0.02,0.01,A,O,1995-07-20,1995-08-02,1995-08-06,NONE,FOB,check packaging carefully
16537,969,41,4,13,299,0.01,0.02,R,O,1992-03-23,1992-04-04,1992-04-11,DELIVER IN PERSON,SHIP,check packaging carefully
16241,1137,44,3,46,134,0.02,0.06,A,O,1992-01-06,1992-03-03,1992-01-14,DELIVER IN PERSON,FOB,customer compliant regarding quality
845,165,42,4,24,156,0.05,0.06,N,F,1992-06-15,1992-07-02,1992-07-09,TAKE BACK RETURN,TRUCK,fragile items inside
621,296,23,6,1,210,0.03,0.01,R,F,1995-01-18,1995-03-11,1995-01-24,DELIVER IN PERSON,FOB,urgent delivery needed
3651,414,55,7,3,17,0.05,0.06,N,O,1996-11-11,1996-12-27,1996-12-09,NONE,AIR,fragile items inside
5035,162,91,1,24,289,0.01,0.02,A,F,1995-01-16,1995-03-14,1995-02-02,DELIVER IN PERSON,TRUCK,fragile items inside
7345,644,50,4,1,755,0.01,0.06,A,F,1995-03-24,1995-04-20,1995-04-05,COLLECT COD,SHIP,check packaging carefully
14634,1399,64,3,16,51,0.01,0.01,N,F,1993-12-28,1994-01-13,1994-01-10,TAKE BACK RETURN,REG AIR,check packaging carefully
11822,1508,5,2,42,837,0.03,0.01,N,F,1997-03-01,1997-04-02,1997-03-12,NONE,AIR,fragile items inside
6527,577,40,5,47,722,0.05,0.06,R,F,1994-11-02,1994-11-30,1994-11-23,NONE,RAIL,fragile items inside
4479,917,94,3,21,164,0.02,0.04,A,O,1997-07-24,1997-08-09,1997-08-06,NONE,RAIL,regular customer request
3872,1719,47,2,14,936,0.01,0.08,N,O,1996-01-20,1996-02-13,1996-02-17,NONE,SHIP,regular customer request
18410,1184,58,3,49,623,0.01,0.08,R,O,1998-11-06,1998-12-17,1998-12-03,COLLECT COD,AIR,fragile items inside
1887,1197,19,4,47,406,0.0,0.06,N,O,1994-01-05,1994-01-28,1994-01-06,NONE,FOB,check packaging carefully
6066,1810,45,7,32,916,0.03,0.01,N,F,1993-08-07,1993-09-27,1993-08-15,NONE,MAIL,fragile items inside
5804,514,7,6,16,267,0.05,0.02,A,O,1995-02-16,1995-04-12,1995-03-04,COLLECT COD,AIR,urgent delivery needed
7487,1422,4,4,27,412,0.05,0.04,N,O,1996-04-05,1996-05-13,1996-04-12,COLLECT COD,TRUCK,fragile items inside
9328,97,94,5,12,892,0.1,0.0,A,F,1998-09-10,1998-10-07,1998-09-26,NONE,REG AIR,check packaging carefully
4119,181,35,5,22,304,0.03,0.01,R,O,1996-05-25,1996-06-29,1996-06-07,COLLECT COD,RAIL,regular customer request
17869,83,36,6,11,96,0.0,0.04,N,F,1996-05-25,1996-06-28,1996-06-12,DELIVER IN PERSON,AIR,customer compliant regarding quality
14362,221,7,5,8,800,0.04,0.01,A,F,1998-11-27,1998-12-24,1998-12-12,NONE,AIR,regular customer request
4721,418,75,7,33,572,0.03,0.08,R,O,1993-06-22,1993-07-20,1993-07-17,DELIVER IN PERSON,SHIP,check packaging carefully
14670,7,20,7,41,275,0.02,0.04,A,F,1993-11-03,1993-12-19,1993-11-22,COLLECT COD,FOB,regular customer request
9487,1724,50,4,23,930,0.0,0.08,A,F,1997-07-06,1997-08-11,1997-08-03,COLLECT COD,RAIL,delayed by supplier
273,119,75,1,47,330,0.1,0.08,R,O,1992-12-04,1993-01-06,1992-12-12,NONE,MAIL,urgent delivery needed
1196,1723,52,5,39,699,0.0,0.01,N,F,1998-09-05,1998-10-28,1998-09-24,TAKE BACK RETURN,MAIL,fragile items inside
11727,1412,25,1,25,936,0.04,0.0,A,F,1996-06-06,1996-07-07,1996-06-23,COLLECT COD,RAIL,customer compliant regarding quality
88,1903,47,6,33,532,0.01,0.02,A,O,1997-01-13,1997-03-02,1997-02-08,DELIVER IN PERSON,RAIL,fragile items inside
15077,1640,95,3,42,241,0.05,0.02,A,O,1997-12-22,1998-01-29,1998-01-11,DELIVER IN PERSON,AIR,urgent delivery needed
15264,1426,44,5,20,131,0.03,0.02,R,F,1996-12-13,1996-12-28,1997-01-02,NONE,REG AIR,urgent delivery needed
15705,441,63,1,28,592,0.1,0.08,N,O,1998-10-30,1998-12-14,1998-11-22,COLLECT COD,TRUCK,urgent delivery needed
12072,899,47,3,32,234,0.0,0.04,R,F,1992-10-08,1992-10-28,1992-10-23,DELIVER IN PERSON,RAIL,customer compliant regarding quality
1686,1574,63,6,11,444,0.02,0.0,R,F,1998-09-26,1998-10-21,1998-10-03,NONE,SHIP,fragile items inside
5750,64,89,1,48,537,0.03,0.06,A,F,1997-04-30,1997-05-30,1997-05-23,COLLECT COD,AIR,delayed by supplier
4552,522,71,5,3,842,0.01,0.08,R,F,1995-02-16,1995-03-17,1995-03-17,COLLECT COD,TRUCK,regular customer request
16080,697,11,5,24,230,0.04,0.06,A,O,1998-11-30,1999-01-05,1998-12-02,COLLECT COD,MAIL,regular customer request
1460,643,26,3,19,832,0.01,0.01,R,F,1994-09-22,1994-11-03,1994-10-10,DELIVER IN PERSON,REG AIR,urgent delivery needed
19806,146,61,7,6,340,0.01,0.0,R,F,1992-07-07,1992-08-23,1992-07-11,COLLECT COD,RAIL,regular customer request
13583,566,38,2,11,390,0.03,0.08,R,F,1995-08-08,1995-09-20,1995-08-30,TAKE BACK RETURN,MAIL,check packaging carefully
14915,1538,65,4,1,277,0.01,0.01,R,O,1998-06-13,1998-07-08,1998-06-28,NONE,TRUCK,delayed by supplier
7982,511,34,6,22,483,0.05,0.02,R,F,1998-11-09,1999-01-06,1998-11-13,NONE,REG AIR,check packaging carefully
14163,861,29,3,3,401,0.01,0.04,R,F,1997-01-11,1997-03-04,1997-02-01,DELIVER IN PERSON,SHIP,check packaging carefully
18029,1627,74,6,25,697,0.05,0.08,N,F,1995-05-06,1995-07-02,1995-05-25,COLLECT COD,FOB,fragile items inside
17058,277,70,3,13,959,0.05,0.04,N,F,1998-11-29,1998-12-17,1998-12-06,COLLECT COD,AIR,delayed by supplier
6757,812,97,4,3,116,0.04,0.0,A,O,1998-04-25,1998-06-21,1998-05-18,NONE,SHIP,regular customer request
10434,249,19,6,24,539,0.02,0.04,N,F,1994-05-04,1994-06-21,1994-05-07,TAKE BACK RETURN,MAIL,customer compliant regarding quality
14631,831,42,3,4,856,0.01,0.02,N,O,1992-01-31,1992-03-21,1992-02-20,NONE,SHIP,customer compliant regarding quality
2065,1813,18,6,45,994,0.1,0.01,R,F,1995-01-24,1995-02-10,1995-02-18,DELIVER IN PERSON,AIR,check packaging carefully
7465,1301,64,3,46,439,0.01,0.0,R,O,1998-05-23,1998-06-10,1998-05-26,DELIVER IN PERSON,AIR,regular customer request
19361,723,39,4,23,767,0.1,0.04,A,F,1997-04-10,1997-05-11,1997-04-14,COLLECT COD,RAIL,customer compliant regarding quality
841,1007,73,1,28,989,0.04,0.06,N,O,1998-07-05,1998-08-15,1998-08-01,COLLECT COD,SHIP,fragile items inside
18963,268,48,5,5,592,0.04,0.02,R,O,1993-04-16,1993-06-06,1993-04-21,TAKE BACK RETURN,AIR,urgent delivery needed
14475,1046,96,1,3,294,0.0,0.01,A,F,1993-05-03,1993-06-29,1993-05-22,TAKE BACK RETURN,TRUCK,fragile items inside
3329,615,39,1,25,416,0.03,0.0,A,F,1998-08-17,1998-09-11,1998-08-22,TAKE BACK RETURN,AIR,fragile items inside
17560,1831,40,6,30,64,0.03,0.06,A,F,1997-01-22,1997-03-02,1997-02-19,DELIVER IN PERSON,RAIL,delayed by supplier
16343,584,87,2,3,137,0.04,0.06,R,O,1995-06-14,1995-06-27,1995-06-27,DELIVER IN PERSON,RAIL,urgent delivery needed
6366,383,56,2,31,633,0.03,0.0,R,F,1994-12-06,1995-01-05,1994-12-10,TAKE BACK RETURN,RAIL,check packaging carefully
9626,1762,75,6,43,662,0.0,0.06,N,O,1996-09-27,1996-10-29,1996-10-11,TAKE BACK RETURN,REG AIR,fragile items inside
10281,1061,17,5,40,449,0.03,0.04,R,F,1994-04-10,1994-05-11,1994-05-01,COLLECT COD,RAIL,urgent delivery needed
15024,340,38,6,33,963,0.05,0.01,A,F,1997-10-17,1997-11-08,1997-11-14,COLLECT COD,FOB,customer compliant regarding quality
13410,864,30,2,3,906,0.04,0.02,R,F,1992-07-28,1992-08-21,1992-08-14,TAKE BACK RETURN,SHIP,check packaging carefully
8851,764,74,4,4,120,0.0,0.01,A,O,1995-12-16,1996-01-10,1996-01-12,COLLECT COD,FOB,regular customer request
14214,280,34,5,32,945,0.0,0.01,N,O,1993-08-28,1993-09-19,1993-09-04,DELIVER IN PERSON,TRUCK,regular customer request
3880,1836,72,3,11,626,0.04,0.0,N,F,1996-04-19,1996-05-19,1996-05-04,DELIVER IN PERSON,AIR,delayed by supplier
970,1078,63,4,18,437,0.04,0.02,A,F,1993-10-25,1993-11-06,1993-11-05,NONE,AIR,fragile items inside
9826,1941,88,6,4,269,0.1,0.0,R,F,1998-09-03,1998-09-30,1998-09-22,TAKE BACK RETURN,FOB,urgent delivery needed
7153,1465,78,3,1,314,0.02,0.08,A,O,1998-12-11,1999-01-26,1999-01-01,DELIVER IN PERSON,RAIL,fragile items inside
8399,516,82,6,16,218,0.04,0.08,N,O,1995-09-17,1995-11-14,1995-09-27,NONE,RAIL,urgent delivery needed
1932,1662,49,1,48,918,0.05,0.01,R,F,1996-03-16,1996-03-30,1996-04-04,NONE,MAIL,regular customer request
8625,625,39,1,47,106,0.01,0.01,N,F,1996-12-23,1997-01-03,1997-01-03,COLLECT COD,AIR,customer compliant regarding quality
227,233,10,5,11,132,0.04,0.01,A,F,1992-08-29,1992-10-19,1992-09-25,TAKE BACK RETURN,SHIP,check packaging carefully
8901,142,3,4,9,746,0.05,0.02,A,O,1994-08-09,1994-10-06,1994-08-27,NONE,MAIL,customer compliant regarding quality
12888,1909,5,6,39,565,0.0,0.08,A,O,1995-06-05,1995-07-27,1995-06-14,DELIVER IN PERSON,MAIL,urgent delivery needed
12559,484,16,5,6,810,0.05,0.0,N,F,1993-09-23,1993-11-07,1993-10-21,NONE,FOB,check packaging carefully
13363,347,27,6,30,2,0.0,0.01,A,O,1998-07-14,1998-09-08,1998-07-23,TAKE BACK RETURN,MAIL,urgent delivery needed
7293,1809,51,3,48,408,0.0,0.08,A,O,1995-03-30,1995-05-07,1995-04-24,DELIVER IN PERSON,TRUCK,check packaging carefully
15470,1584,34,7,27,23,0.1,0.04,A,O,1992-03-11,1992-05-09,1992-03-27,TAKE BACK RETURN,RAIL,regular customer request
5598,1376,29,3,36,322,0.02,0.06,N,F,1992-11-24,1992-12-22,1992-12-06,NONE,SHIP,delayed by supplier
11324,1247,33,4,34,409,0.1,0.04,A,O,1997-03-29,1997-05-04,1997-04-27,NONE,MAIL,urgent delivery needed
11296,1774,12,6,40,419,0.04,0.02,N,F,1997-10-22,1997-12-09,1997-11-10,TAKE BACK RETURN,AIR,customer compliant regarding quality
19676,940,77,4,16,394,0.02,0.04,R,F,1995-07-10,1995-08-18,1995-07-22,COLLECT COD,FOB,customer compliant regarding quality
19725,1054,56,1,30,434,0.03,0.06,N,F,1994-02-02,1994-02-19,1994-02-12,NONE,TRUCK,urgent delivery needed
13950,913,92,4,19,882,0.1,0.06,N,F,1996-01-01,1996-01-26,1996-01-22,DELIVER IN PERSON,REG AIR,customer compliant regarding quality
11777,1440,63,3,10,725,0.1,0.0,A,F,1994-01-22,1994-02-21,1994-02-14,COLLECT COD,RAIL,fragile items inside
7602,1188,75,2,41,736,0.1,0.04,R,O,1996-05-01,1996-06-10,1996-05-24,COLLECT COD,SHIP,fragile items inside
16798,1870,94,4,9,529,0.01,0.01,N,F,1993-12-20,1994-01-09,1993-12-31,DELIVER IN PERSON,MAIL,regular customer request
6503,1436,99,1,8,883,0.0,0.06,R,F,1992-06-28,1992-07-16,1992-07-05,NONE,RAIL,fragile items inside
3809,678,59,5,21,121,0.02,0.06,R,O,1997-06-04,1997-07-08,1997-07-02,DELIVER IN PERSON,RAIL,customer compliant regarding quality
8488,1569,74,2,46,138,0.0,0.06,N,F,1998-11-04,1998-12-14,1998-11-29,NONE,SHIP,urgent delivery needed
8507,1656,56,4,46,632,0.02,0.06,R,F,1997-10-02,1997-11-07,1997-10-06,COLLECT COD,AIR,delayed by supplier
7931,1090,33,5,31,832,0.0,0.0,N,O,1998-12-15,1999-02-01,1998-12-22,DELIVER IN PERSON,SHIP,regular customer request
2588,716,33,7,13,888,0.0,0.04,R,O,1996-04-07,1996-04-28,1996-04-27,DELIVER IN PERSON,REG AIR,customer compliant regarding quality
14913,226,79,5,39,778,0.05,0.08,A,F,1996-08-09,1996-09-06,1996-08-16,TAKE BACK RETURN,MAIL,delayed by supplier
2015,429,43,2,48,174,0.1,0.04,N,F,1996-08-30,1996-10-02,1996-09-07,TAKE BACK RETURN,MAIL,customer compliant regarding quality
14215,396,73,7,41,205,0.05,0.08,A,F,1992-04-13,1992-06-08,1992-04-15,NONE,AIR,check packaging carefully
13876,130,10,4,19,891,0.0,0.0,R,F,1993-05-04,1993-06-08,1993-05-14,COLLECT COD,AIR,regular customer request
17250,638,17,6,36,442,0.0,0.01,A,F,1993-05-14,1993-06-30,1993-05-23,DELIVER IN PERSON,FOB,customer compliant regarding quality
18051,1025,15,7,7,844,0.03,0.08,N,F,1998-02-02,1998-03-11,1998-02-25,COLLECT COD,FOB,customer compliant regarding quality
